,total_return_pct,CAGR_pct,ann_vol_pct,sharpe,sortino,max_drawdown_pct,calmar,n_trades,fees_pct_initial,pct_days_invested
sma_walkforward_oos,1576.9,50.0,57.1,1.007,1.466,-64.4,0.777,82.0,54.44,53.2
